Language,Class,Code Smell #,Category,Code Smell,Method,Type,Identifier
JavaScript,Chef,21,Dispensables,Duplicate Code,duplicateMethod,Repeated functionality with identical operations on the same attribute,JavaScript_Chef_duplicateMethod_Duplicate Code
JavaScript,Cashier,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: order taking, complaints, discounts, customer contact, and deliveries",JavaScript_Cashier_Entire Class_Large Class
JavaScript,Cashier,2,Bloaters,Primitive Obsession,constructor,Using a primitive (`boolean`) for `frequentCustomerDiscount` instead of a more expressive construct,JavaScript_Cashier_constructor_Primitive Obsession
JavaScript,Cashier,3,Bloaters,Data Clumps,constructor,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated",JavaScript_Cashier_constructor_Data Clumps
JavaScript,Cashier,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,JavaScript_Cashier_handleComplaint_Switch Statements
JavaScript,Cashier,5,Change Preventers,Shotgun Surgery,updateContactInfo,Multiple update methods modifying individual fields instead of a single encapsulated update,JavaScript_Cashier_updateContactInfo_Shotgun Surgery
JavaScript,Cashier,6,Change Preventers,Shotgun Surgery,updateName,Splitting name updates across different methods instead of a single encapsulated update,JavaScript_Cashier_updateName_Shotgun Surgery
JavaScript,Cashier,7,Change Preventers,Shotgun Surgery,updateAddress,"Similar to `updateName`, updates should be encapsulated",JavaScript_Cashier_updateAddress_Shotgun Surgery
JavaScript,Cashier,8,Change Preventers,Shotgun Surgery,updatePhoneNumber,Separate field update that contributes to shotgun surgery,JavaScript_Cashier_updatePhoneNumber_Shotgun Surgery
JavaScript,Cashier,9,Change Preventers,Shotgun Surgery,updateEmail,Separate field update that contributes to shotgun surgery,JavaScript_Cashier_updateEmail_Shotgun Surgery
JavaScript,Cashier,10,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,JavaScript_Cashier_notifyForPromotion_Divergent Change
JavaScript,Cashier,11,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",JavaScript_Cashier_notifyForDiscount_Divergent Change
JavaScript,Cashier,12,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,JavaScript_Cashier_notifyForNewArrivals_Divergent Change
JavaScript,Cashier,13,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,JavaScript_Cashier_applyDiscount_Parallel Inheritance Hierarchies
JavaScript,Cashier,14,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,JavaScript_Cashier_applyLoyaltyPoints_Parallel Inheritance Hierarchies
JavaScript,Cashier,15,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,JavaScript_Cashier_askForReceipt_Speculative Generality
JavaScript,Cashier,16,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,JavaScript_Cashier_anotherUnusedMethod_Dead Code
JavaScript,Cashier,17,Couplers,Inappropriate Intimacy,accessInternalDetails,Accessing internal attributes (`this.chef.busy`),JavaScript_Cashier_accessInternalDetails_Inappropriate Intimacy
JavaScript,Cashier,18,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`this.chef.cleanKitchen()`),JavaScript_Cashier_chainOfMethods_Message Chains
JavaScript,Cashier,19,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,JavaScript_Cashier_middlemanMethod_Middle Man
JavaScript,Cashier,20,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",JavaScript_Cashier_longMethod_Long Method
JavaScript,Cashier,21,Dispensables,Duplicate Code,duplicateMethod,Repeated functionality with identical operations on the same attribute,JavaScript_Cashier_duplicateMethod_Duplicate Code
C++,Shop,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: order processing, cashier interactions, and pizza creation",C++_Shop_Entire Class_Large Class
C++,Shop,2,Object-Orientation Abusers,Switch Statements,createPizza,Overuse of if-else statements to create different pizza types,C++_Shop_createPizza_Switch Statements
C++,Shop,3,Couplers,Inappropriate Intimacy,accessInternalDetails,Accessing internal attributes of `Cashier` (`cashier->getChef()->isBusy()`),C++_Shop_accessInternalDetails_Inappropriate Intimacy
C++,Shop,4,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Shop_notifyForPromotion_Divergent Change
C++,Shop,5,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Shop_notifyForDiscount_Divergent Change
C++,Shop,6,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Shop_notifyForNewArrivals_Divergent Change
C++,Shop,7,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Shop_applyDiscount_Parallel Inheritance Hierarchies
C++,Shop,8,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Shop_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Shop,9,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Shop_askForReceipt_Speculative Generality
C++,Shop,10,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Shop_anotherUnusedMethod_Dead Code
C++,Shop,11,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`cashier->getChef()->cleanKitchen()`),C++_Shop_chainOfMethods_Message Chains
C++,Shop,12,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Shop_middlemanMethod_Middle Man
C++,Shop,13,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Shop_longMethod_Long Method
C++,Shop,14,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,Method receives multiple unrelated parameters,C++_Shop_orderWithUnnecessaryDetails_Long Parameter List
C++,Pizza,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints",C++_Pizza_Entire Class_Large Class
C++,Pizza,2,Bloaters,Primitive Obsession,Constructor,Using a primitive (`bool`) for `extraCheese` instead of a more expressive construct,C++_Pizza_Constructor_Primitive Obsession
C++,Pizza,3,Bloaters,Data Clumps,Constructor,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated",C++_Pizza_Constructor_Data Clumps
C++,Pizza,4,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)",C++_Pizza_orderWithUnnecessaryDetails_Long Parameter List
C++,Pizza,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,C++_Pizza_handleComplaint_Switch Statements
C++,Pizza,6,Object-Orientation Abusers,Temporary Field,Constructor,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions",C++_Pizza_Constructor_Temporary Field
C++,Pizza,7,Change Preventers,Shotgun Surgery,updateCustomerInfo,Multiple update methods modifying individual fields instead of a single encapsulated update,C++_Pizza_updateCustomerInfo_Shotgun Surgery
C++,Pizza,8,Change Preventers,Shotgun Surgery,updateCustomerName,Splitting name updates across different methods instead of a single encapsulated update,C++_Pizza_updateCustomerName_Shotgun Surgery
C++,Pizza,9,Change Preventers,Shotgun Surgery,updateCustomerAddress,"Similar to `updateCustomerName`, updates should be encapsulated",C++_Pizza_updateCustomerAddress_Shotgun Surgery
C++,Pizza,10,Change Preventers,Shotgun Surgery,updateCustomerPhoneNumber,Separate field update that contributes to shotgun surgery,C++_Pizza_updateCustomerPhoneNumber_Shotgun Surgery
C++,Pizza,11,Change Preventers,Shotgun Surgery,updateCustomerEmail,Separate field update that contributes to shotgun surgery,C++_Pizza_updateCustomerEmail_Shotgun Surgery
C++,Pizza,12,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Pizza_notifyForPromotion_Divergent Change
C++,Pizza,13,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Pizza_notifyForDiscount_Divergent Change
C++,Pizza,14,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Pizza_notifyForNewArrivals_Divergent Change
C++,Pizza,15,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Pizza_applyDiscount_Parallel Inheritance Hierarchies
C++,Pizza,16,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Pizza_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Pizza,17,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Pizza_askForReceipt_Speculative Generality
C++,Pizza,18,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Pizza_anotherUnusedMethod_Dead Code
C++,Pizza,19,Couplers,Message Chains,chainOfMethods,"Excessive method chaining (`updateCustomerAddress(""123 Street"")`)",C++_Pizza_chainOfMethods_Message Chains
C++,Pizza,20,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Pizza_middlemanMethod_Middle Man
C++,Pizza,21,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing internal attributes (`size`, `doughType`, `topping`)",C++_Pizza_accessInternalDetails_Inappropriate Intimacy
C++,Pizza,22,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Pizza_longMethod_Long Method
C++,CheesePizza,23,Object-Orientation Abusers,Refused Bequest,Constructor,Subclass inherits but does not use `cheeseType`,C++_CheesePizza_Constructor_Refused Bequest
C++,Drink,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: drink properties, customer info, promotions, and complaints",C++_Drink_Entire Class_Large Class
C++,Drink,2,Bloaters,Primitive Obsession,Constructor,Using primitive (`bool`) for `ice` and `lemon` instead of a more expressive construct,C++_Drink_Constructor_Primitive Obsession
C++,Drink,3,Bloaters,Data Clumps,Constructor,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated",C++_Drink_Constructor_Data Clumps
C++,Drink,4,Bloaters,Long Parameter List,orderWithUnnecessaryDetails,"Method receives multiple unrelated parameters (`drinkType`, `size`, `ice`, `lemon`, `discountCode`)",C++_Drink_orderWithUnnecessaryDetails_Long Parameter List
C++,Drink,5,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,C++_Drink_handleComplaint_Switch Statements
C++,Drink,6,Object-Orientation Abusers,Temporary Field,Constructor,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions",C++_Drink_Constructor_Temporary Field
C++,Drink,7,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Drink_notifyForPromotion_Divergent Change
C++,Drink,8,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Drink_notifyForDiscount_Divergent Change
C++,Drink,9,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Drink_notifyForNewArrivals_Divergent Change
C++,Drink,10,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Drink_applyDiscount_Parallel Inheritance Hierarchies
C++,Drink,11,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Drink_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Drink,12,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Drink_askForReceipt_Speculative Generality
C++,Drink,13,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Drink_anotherUnusedMethod_Dead Code
C++,Drink,14,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`cleanup()`),C++_Drink_chainOfMethods_Message Chains
C++,Drink,15,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Drink_middlemanMethod_Middle Man
C++,Drink,16,Couplers,Inappropriate Intimacy,accessInternalDetails,"Accessing internal attributes (`size`, `drinkType`)",C++_Drink_accessInternalDetails_Inappropriate Intimacy
C++,Drink,17,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Drink_longMethod_Long Method
C++,Customer,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: ordering, complaints, contact updates, notifications, and discounts",C++_Customer_Entire Class_Large Class
C++,Customer,2,Bloaters,Primitive Obsession,Constructor,Using a primitive (`bool`) for `frequentCustomerDiscount` instead of a more expressive construct,C++_Customer_Constructor_Primitive Obsession
C++,Customer,3,Bloaters,Data Clumps,Constructor,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated",C++_Customer_Constructor_Data Clumps
C++,Customer,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,C++_Customer_handleComplaint_Switch Statements
C++,Customer,5,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Customer_notifyForPromotion_Divergent Change
C++,Customer,6,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Customer_notifyForDiscount_Divergent Change
C++,Customer,7,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Customer_notifyForNewArrivals_Divergent Change
C++,Customer,8,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Customer_applyDiscount_Parallel Inheritance Hierarchies
C++,Customer,9,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Customer_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Customer,10,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Customer_askForReceipt_Speculative Generality
C++,Customer,11,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Customer_anotherUnusedMethod_Dead Code
C++,Customer,12,Couplers,Feature Envy,orderPizza,Excessive reliance on another class (`pizzaShop`) for core functionality,C++_Customer_orderPizza_Feature Envy
C++,Customer,13,Couplers,Inappropriate Intimacy,accessInternalDetails,Accessing another object's internal details (`pizzaShop->getCashier()->hurryUpChef()`),C++_Customer_accessInternalDetails_Inappropriate Intimacy
C++,Customer,14,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`pizzaShop->getCashier()->hurryUpChef()`),C++_Customer_chainOfMethods_Message Chains
C++,Customer,15,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Customer_middlemanMethod_Middle Man
C++,Customer,16,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Customer_longMethod_Long Method
C++,Customer,17,Dispensables,Duplicate Code,duplicateMethod,Repeated functionality with identical operations on the same attribute,C++_Customer_duplicateMethod_Duplicate Code
C++,Chef,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: baking, delivering, cleaning, notifications, complaints, and discounts",C++_Chef_Entire Class_Large Class
C++,Chef,2,Bloaters,Primitive Obsession,Constructor,Using a primitive (`bool`) for `extraCheese` instead of a more expressive construct,C++_Chef_Constructor_Primitive Obsession
C++,Chef,3,Bloaters,Data Clumps,Constructor,"Grouped chef details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated",C++_Chef_Constructor_Data Clumps
C++,Chef,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,C++_Chef_handleComplaint_Switch Statements
C++,Chef,5,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Chef_notifyForPromotion_Divergent Change
C++,Chef,6,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Chef_notifyForDiscount_Divergent Change
C++,Chef,7,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Chef_notifyForNewArrivals_Divergent Change
C++,Chef,8,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Chef_applyDiscount_Parallel Inheritance Hierarchies
C++,Chef,9,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Chef_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Chef,10,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Chef_askForReceipt_Speculative Generality
C++,Chef,11,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Chef_anotherUnusedMethod_Dead Code
C++,Chef,12,Couplers,Inappropriate Intimacy,accessInternalDetails,Accessing another object's internal details (`this->pizza->getTopping()`),C++_Chef_accessInternalDetails_Inappropriate Intimacy
C++,Chef,13,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`cleanKitchen()`),C++_Chef_chainOfMethods_Message Chains
C++,Chef,14,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Chef_middlemanMethod_Middle Man
C++,Chef,15,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Chef_longMethod_Long Method
C++,Chef,16,Dispensables,Duplicate Code,duplicateMethod,Repeated functionality with identical operations on the same attribute,C++_Chef_duplicateMethod_Duplicate Code
C++,Cashier,1,Bloaters,Large Class,Entire Class,"The class handles multiple responsibilities: order taking, complaints, discounts, customer contact, and deliveries",C++_Cashier_Entire Class_Large Class
C++,Cashier,2,Bloaters,Primitive Obsession,Constructor,Using a primitive (`bool`) for `frequentCustomerDiscount` instead of a more expressive construct,C++_Cashier_Constructor_Primitive Obsession
C++,Cashier,3,Bloaters,Data Clumps,Constructor,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated",C++_Cashier_Constructor_Data Clumps
C++,Cashier,4,Object-Orientation Abusers,Switch Statements,handleComplaint,Overuse of if-else statements to handle different complaints,C++_Cashier_handleComplaint_Switch Statements
C++,Cashier,5,Change Preventers,Divergent Change,notifyForPromotion,Multiple notification methods each handling separate concerns,C++_Cashier_notifyForPromotion_Divergent Change
C++,Cashier,6,Change Preventers,Divergent Change,notifyForDiscount,"Related to `notifyForPromotion`, but managed separately",C++_Cashier_notifyForDiscount_Divergent Change
C++,Cashier,7,Change Preventers,Divergent Change,notifyForNewArrivals,Another notification method that should be unified,C++_Cashier_notifyForNewArrivals_Divergent Change
C++,Cashier,8,Change Preventers,Parallel Inheritance Hierarchies,applyDiscount,Parallel implementation of discount and loyalty points logic,C++_Cashier_applyDiscount_Parallel Inheritance Hierarchies
C++,Cashier,9,Change Preventers,Parallel Inheritance Hierarchies,applyLoyaltyPoints,Another parallel logic similar to `applyDiscount`,C++_Cashier_applyLoyaltyPoints_Parallel Inheritance Hierarchies
C++,Cashier,10,Dispensables,Speculative Generality,askForReceipt,Method is present but never used in any flow,C++_Cashier_askForReceipt_Speculative Generality
C++,Cashier,11,Dispensables,Dead Code,anotherUnusedMethod,Unused method that can be removed,C++_Cashier_anotherUnusedMethod_Dead Code
C++,Cashier,12,Couplers,Inappropriate Intimacy,accessInternalDetails,Accessing internal attributes (`chef->isBusy()`),C++_Cashier_accessInternalDetails_Inappropriate Intimacy
C++,Cashier,13,Couplers,Message Chains,chainOfMethods,Excessive method chaining (`accessInternalDetails()`),C++_Cashier_chainOfMethods_Message Chains
C++,Cashier,14,Couplers,Middle Man,middlemanMethod,Delegates work without adding value,C++_Cashier_middlemanMethod_Middle Man
C++,Cashier,15,Bloaters,Long Method,longMethod,"Performs multiple actions in a single method, reducing readability",C++_Cashier_longMethod_Long Method
C++,Cashier,16,Dispensables,Duplicate Code,duplicateMethod,Repeated functionality with identical operations on the same attribute,C++_Cashier_duplicateMethod_Duplicate Code
